,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
105,2009-10-31,340551977.3218165,305240169.0380416,329100671.0471577,340551977.3218165,340551977.3218165,-23618775.298448876,-23618775.298448876,-23618775.298448876,-23618775.298448876,-23618775.298448876,-23618775.298448876,0.0,0.0,0.0,316933202.02336764
106,2009-11-30,340534906.0967626,296951319.0980084,319000069.9929598,340534906.0967626,340534906.0967626,-32140834.187126502,-32140834.187126502,-32140834.187126502,-32140834.187126502,-32140834.187126502,-32140834.187126502,0.0,0.0,0.0,308394071.9096361
107,2009-12-31,340517265.83087355,333517521.0687007,355857788.83054304,340517265.83087355,340517265.83087355,3720313.425459495,3720313.425459495,3720313.425459495,3720313.425459495,3720313.425459495,3720313.425459495,0.0,0.0,0.0,344237579.25633305
108,2010-01-31,340499625.5649845,344400430.8242224,367105503.67486423,340499625.5649845,340499625.5649845,14700239.73209981,14700239.73209981,14700239.73209981,14700239.73209981,14700239.73209981,14700239.73209981,0.0,0.0,0.0,355199865.29708433
109,2010-02-28,340483692.4216009,302528459.58860797,325805544.1299532,340483692.4216009,340483692.4216009,-26665682.14532265,-26665682.14532265,-26665682.14532265,-26665682.14532265,-26665682.14532265,-26665682.14532265,0.0,0.0,0.0,313818010.27627826
110,2010-03-31,340466074.8415918,309339767.584416,331694077.9018828,340466074.8415918,340466074.8415918,-20197506.37542685,-20197506.37542685,-20197506.37542685,-20197506.37542685,-20197506.37542685,-20197506.37542685,0.0,0.0,0.0,320268568.46616495
111,2010-04-30,340449025.5706153,285788286.00754225,308477044.13272285,340449025.5706153,340449025.5706153,-43030312.72979491,-43030312.72979491,-43030312.72979491,-43030312.72979491,-43030312.72979491,-43030312.72979491,0.0,0.0,0.0,297418712.8408204
112,2010-05-31,340431407.99060625,313450865.4280804,336164685.98069376,340431407.99060625,340431407.99060625,-15120964.101532511,-15120964.101532511,-15120964.101532511,-15120964.101532511,-15120964.101532511,-15120964.101532511,0.0,0.0,0.0,325310443.8890737
113,2010-06-30,340414358.71962976,349797941.71779925,371627893.0136066,340414358.71962976,340414358.71962976,20022210.148595292,20022210.148595292,20022210.148595292,20022210.148595292,20022210.148595292,20022210.148595292,0.0,0.0,0.0,360436568.86822504
114,2010-07-31,340396741.1396207,391239544.85627973,413413517.2065012,340396741.1396207,340396741.1396207,61929737.50252183,61929737.50252183,61929737.50252183,61929737.50252183,61929737.50252183,61929737.50252183,0.0,0.0,0.0,402326478.64214253
115,2010-08-31,340379123.5596116,388867969.44214374,411267204.15717757,340379123.5596116,340379123.5596116,59825355.35572066,59825355.35572066,59825355.35572066,59825355.35572066,59825355.35572066,59825355.35572066,0.0,0.0,0.0,400204478.91533226
116,2010-09-30,340362074.28863513,331140899.0515357,355649770.19768095,340362074.28863513,340362074.28863513,3656715.568337742,3656715.568337742,3656715.568337742,3656715.568337742,3656715.568337742,3656715.568337742,0.0,0.0,0.0,344018789.8569729
117,2010-10-31,340344456.7086261,305274903.07817596,327540825.7275095,340344456.7086261,340344456.7086261,-23891172.75450196,-23891172.75450196,-23891172.75450196,-23891172.75450196,-23891172.75450196,-23891172.75450196,0.0,0.0,0.0,316453283.95412415
118,2010-11-30,340327407.43764955,297891148.2034406,320464772.35062706,340327407.43764955,340327407.43764955,-31185030.57251572,-31185030.57251572,-31185030.57251572,-31185030.57251572,-31185030.57251572,-31185030.57251572,0.0,0.0,0.0,309142376.8651338
119,2010-12-31,340309799.6761043,330197824.49939,351976882.97621197,340309799.6761043,340309799.6761043,1226662.3469066217,1226662.3469066217,1226662.3469066217,1226662.3469066217,1226662.3469066217,1226662.3469066217,0.0,0.0,0.0,341536462.0230109
120,2011-01-31,340292191.91455907,343753989.26703244,366508958.3372233,340292191.91455907,340292191.91455907,14429293.316611452,14429293.316611452,14429293.316611452,14429293.316611452,14429293.316611452,14429293.316611452,0.0,0.0,0.0,354721485.23117054
121,2011-02-28,340276288.1299376,301776944.64221174,323497453.2082731,340276288.1299376,340276288.1299376,-26506028.108605307,-26506028.108605307,-26506028.108605307,-26506028.108605307,-26506028.108605307,-26506028.108605307,0.0,0.0,0.0,313770260.02133226
122,2011-03-31,340258680.3683923,311632261.0027031,333196862.8535,340258680.3683923,340258680.3683923,-17959398.229404874,-17959398.229404874,-17959398.229404874,-17959398.229404874,-17959398.229404874,-17959398.229404874,0.0,0.0,0.0,322299282.1389874
123,2011-04-30,340241640.59915495,286215909.7752023,308714428.7361673,340241640.59915495,340241640.59915495,-42689779.56347628,-42689779.56347628,-42689779.56347628,-42689779.56347628,-42689779.56347628,-42689779.56347628,0.0,0.0,0.0,297551861.0356787
124,2011-05-31,340224032.8376097,313421574.8199596,336246252.54381067,340224032.8376097,340224032.8376097,-15476227.55694711,-15476227.55694711,-15476227.55694711,-15476227.55694711,-15476227.55694711,-15476227.55694711,0.0,0.0,0.0,324747805.2806626
125,2011-06-30,340206993.06837237,346113937.07419664,368371716.08010876,340206993.06837237,340206993.06837237,17184057.31811317,17184057.31811317,17184057.31811317,17184057.31811317,17184057.31811317,17184057.31811317,0.0,0.0,0.0,357391050.3864855
126,2011-07-31,340189385.30682707,391068408.8819047,413336954.6922713,340189385.30682707,340189385.30682707,61032692.87802985,61032692.87802985,61032692.87802985,61032692.87802985,61032692.87802985,61032692.87802985,0.0,0.0,0.0,401222078.1848569
127,2011-08-31,340171777.5452818,390552122.3704559,413001259.56548154,340171777.5452818,340171777.5452818,61769158.22341566,61769158.22341566,61769158.22341566,61769158.22341566,61769158.22341566,61769158.22341566,0.0,0.0,0.0,401940935.7686975
128,2011-09-30,340154980.82506925,333275671.3000274,357294307.86663216,340154980.82506925,340154980.82506925,5160847.399227819,5160847.399227819,5160847.399227819,5160847.399227819,5160847.399227819,5160847.399227819,0.0,0.0,0.0,345315828.22429705
129,2011-10-31,340137624.21418285,305656941.6441189,327109156.38410777,340137624.21418285,340137624.21418285,-24183353.43863601,-24183353.43863601,-24183353.43863601,-24183353.43863601,-24183353.43863601,-24183353.43863601,0.0,0.0,0.0,315954270.77554685
130,2011-11-30,340120827.4939702,298508674.84284407,321514451.672415,340120827.4939702,340120827.4939702,-30263270.599440213,-30263270.599440213,-30263270.599440213,-30263270.599440213,-30263270.599440213,-30263270.599440213,0.0,0.0,0.0,309857556.89453
131,2011-12-31,340103470.8830838,327807879.0165132,350613264.1062339,340103470.8830838,340103470.8830838,-1290060.6074511006,-1290060.6074511006,-1290060.6074511006,-1290060.6074511006,-1290060.6074511006,-1290060.6074511006,0.0,0.0,0.0,338813410.27563274
132,2012-01-31,340086114.2721975,343583138.2865506,366717158.13767433,340086114.2721975,340086114.2721975,14183177.399483074,14183177.399483074,14183177.399483074,14183177.399483074,14183177.399483074,14183177.399483074,0.0,0.0,0.0,354269291.67168057
133,2012-02-29,340069877.4426586,301977641.755946,323669451.8290936,340069877.4426586,340069877.4426586,-26823927.70032097,-26823927.70032097,-26823927.70032097,-26823927.70032097,-26823927.70032097,-26823927.70032097,0.0,0.0,0.0,313245949.74233764
134,2012-03-31,340052520.83177227,303971386.75365895,325993711.8012375,340052520.83177227,340052520.83177227,-24664499.322732825,-24664499.322732825,-24664499.322732825,-24664499.322732825,-24664499.322732825,-24664499.322732825,0.0,0.0,0.0,315388021.50903946
135,2012-04-30,340035724.1115596,284506818.0558674,307913249.66379166,340035724.1115596,340035724.1115596,-43830498.203195885,-43830498.203195885,-43830498.203195885,-43830498.203195885,-43830498.203195885,-43830498.203195885,0.0,0.0,0.0,296205225.90836376
136,2012-05-31,340018367.50067323,312977154.6415402,336899050.4916073,340018367.50067323,340018367.50067323,-14575740.529790921,-14575740.529790921,-14575740.529790921,-14575740.529790921,-14575740.529790921,-14575740.529790921,0.0,0.0,0.0,325442626.9708823
137,2012-06-30,340002707.4148307,354790386.19885933,377601822.0587007,340002707.4148307,340002707.4148307,25696487.119900223,25696487.119900223,25696487.119900223,25696487.119900223,25696487.119900223,25696487.119900223,0.0,0.0,0.0,365699194.5347309
138,2012-07-31,339986525.32612675,393554570.93989915,414555080.0609114,339986525.32612675,339986525.32612675,63914756.97018472,63914756.97018472,63914756.97018472,63914756.97018472,63914756.97018472,63914756.97018472,0.0,0.0,0.0,403901282.2963115
139,2012-08-31,339970343.2374228,384421572.27385706,406536237.6551949,339970343.2374228,339970343.2374228,56048801.96241206,56048801.96241206,56048801.96241206,56048801.96241206,56048801.96241206,56048801.96241206,0.0,0.0,0.0,396019145.1998349
140,2012-09-30,339954683.1515803,328856696.77802163,351849735.5657203,339954683.1515803,339954683.1515803,596739.6825879961,596739.6825879961,596739.6825879961,596739.6825879961,596739.6825879961,596739.6825879961,0.0,0.0,0.0,340551422.83416826
141,2012-10-31,339938501.0628763,306171288.3895268,329190406.0023411,339938501.0628763,339938501.0628763,-23365921.394567892,-23365921.394567892,-23365921.394567892,-23365921.394567892,-23365921.394567892,-23365921.394567892,0.0,0.0,0.0,316572579.6683084
142,2012-11-30,339922840.9770338,295625726.57714057,317597780.51680917,339922840.9770338,339922840.9770338,-33130237.304353956,-33130237.304353956,-33130237.304353956,-33130237.304353956,-33130237.304353956,-33130237.304353956,0.0,0.0,0.0,306792603.67267984
143,2012-12-31,339906658.8883298,333401123.61585885,357925913.1894599,339906658.8883298,339906658.8883298,6188313.086874717,6188313.086874717,6188313.086874717,6188313.086874717,6188313.086874717,6188313.086874717,0.0,0.0,0.0,346094971.9752045
144,2013-01-31,339890476.7996259,343333420.5419208,366568325.4859879,339890476.7996259,339890476.7996259,14994642.738970928,14994642.738970928,14994642.738970928,14994642.738970928,14994642.738970928,14994642.738970928,0.0,0.0,0.0,354885119.5385968
145,2013-02-28,339875860.7195062,301616798.01465476,323715293.1670963,339875860.7195062,339875860.7195062,-26771842.73769276,-26771842.73769276,-26771842.73769276,-26771842.73769276,-26771842.73769276,-26771842.73769276,0.0,0.0,0.0,313104017.98181343
146,2013-03-31,339868369.57577926,305810245.91673905,328986492.00211906,339868369.57577926,339868369.57577926,-22433474.547413494,-22433474.547413494,-22433474.547413494,-22433474.547413494,-22433474.547413494,-22433474.547413494,0.0,0.0,0.0,317434895.0283658
147,2013-04-30,339861120.08184993,285013515.29977816,308319220.3789646,339861120.08184993,339861120.08184993,-43410891.506235264,-43410891.506235264,-43410891.506235264,-43410891.506235264,-43410891.506235264,-43410891.506235264,0.0,0.0,0.0,296450228.5756147
148,2013-05-31,339853628.938123,314433451.28075504,337595671.8481336,339853628.938123,339853628.938123,-14820608.85538758,-14820608.85538758,-14820608.85538758,-14820608.85538758,-14820608.85538758,-14820608.85538758,0.0,0.0,0.0,325033020.0827354
149,2013-06-30,339846379.44419366,351613902.2312212,374440375.9167626,339846379.44419366,339846379.44419366,22860782.628629122,22860782.628629122,22860782.628629122,22860782.628629122,22860782.628629122,22860782.628629122,0.0,0.0,0.0,362707162.0728228
150,2013-07-31,339838888.3004667,391037516.3181343,414019396.4482755,339838888.3004667,339838888.3004667,62890825.450192556,62890825.450192556,62890825.450192556,62890825.450192556,62890825.450192556,62890825.450192556,0.0,0.0,0.0,402729713.7506593
151,2013-08-31,339831397.1567398,386569815.5319251,408235601.91314876,339831397.1567398,339831397.1567398,57917918.21811567,57917918.21811567,57917918.21811567,57917918.21811567,57917918.21811567,57917918.21811567,0.0,0.0,0.0,397749315.37485546
152,2013-09-30,339824147.66281044,330733873.3751664,353179918.51946586,339824147.66281044,339824147.66281044,2134739.044540267,2134739.044540267,2134739.044540267,2134739.044540267,2134739.044540267,2134739.044540267,0.0,0.0,0.0,341958886.70735073
153,2013-10-31,339816656.5190835,304946560.3767802,327218395.8679171,339816656.5190835,339816656.5190835,-23618775.29845218,-23618775.29845218,-23618775.29845218,-23618775.29845218,-23618775.29845218,-23618775.29845218,0.0,0.0,0.0,316197881.2206313
154,2013-11-30,339809407.0251542,296608221.7833854,318935296.4891234,339809407.0251542,339809407.0251542,-32140834.18712479,-32140834.18712479,-32140834.18712479,-32140834.18712479,-32140834.18712479,-32140834.18712479,0.0,0.0,0.0,307668572.8380294
155,2013-12-31,339801915.98226565,332534531.855963,354886873.4755885,339801915.98226565,339801915.98226565,3720313.4254814526,3720313.4254814526,3720313.4254814526,3720313.4254814526,3720313.4254814526,3720313.4254814526,0.0,0.0,0.0,343522229.4077471
156,2014-01-31,339794424.93937707,343075229.97266066,365588765.81092316,339794424.93937707,339794424.93937707,14700239.732091619,14700239.732091619,14700239.732091619,14700239.732091619,14700239.732091619,14700239.732091619,0.0,0.0,0.0,354494664.6714687
157,2014-02-28,339787658.8361228,302393369.68698287,324288696.2396651,339787658.8361228,339787658.8361228,-26665682.145326894,-26665682.145326894,-26665682.145326894,-26665682.145326894,-26665682.145326894,-26665682.145326894,0.0,0.0,0.0,313121976.6907959
158,2014-03-31,339780167.7932343,308066703.51330876,330471383.04096395,339780167.7932343,339780167.7932343,-20197506.37540948,-20197506.37540948,-20197506.37540948,-20197506.37540948,-20197506.37540948,-20197506.37540948,0.0,0.0,0.0,319582661.4178248
159,2014-04-30,339772918.39689046,286048829.2385798,308341114.6876062,339772918.39689046,339772918.39689046,-43030312.72979855,-43030312.72979855,-43030312.72979855,-43030312.72979855,-43030312.72979855,-43030312.72979855,0.0,0.0,0.0,296742605.6670919
160,2014-05-31,339765427.3540019,312985660.57848215,335601736.0694459,339765427.3540019,339765427.3540019,-15120964.101538325,-15120964.101538325,-15120964.101538325,-15120964.101538325,-15120964.101538325,-15120964.101538325,0.0,0.0,0.0,324644463.2524636
161,2014-06-30,339758177.9576581,348787295.20294946,371512383.16738784,339758177.9576581,339758177.9576581,20022210.14857449,20022210.14857449,20022210.14857449,20022210.14857449,20022210.14857449,20022210.14857449,0.0,0.0,0.0,359780388.1062326
162,2014-07-31,339750686.91476953,390467068.00672066,412957304.794723,339750686.91476953,339750686.91476953,61929737.50251979,61929737.50251979,61929737.50251979,61929737.50251979,61929737.50251979,61929737.50251979,0.0,0.0,0.0,401680424.4172893
163,2014-08-31,339743195.87188095,388729284.44705355,410843942.04676414,339743195.87188095,339743195.87188095,59825355.3557184,59825355.3557184,59825355.3557184,59825355.3557184,59825355.3557184,59825355.3557184,0.0,0.0,0.0,399568551.2275993
164,2014-09-30,339736994.32369554,332135608.1930586,354865446.25370467,339736994.32369554,339736994.32369554,3656715.568350006,3656715.568350006,3656715.568350006,3656715.568350006,3656715.568350006,3656715.568350006,0.0,0.0,0.0,343393709.89204556
165,2014-10-31,339730586.05723727,304243644.04258895,326497680.53533393,339730586.05723727,339730586.05723727,-23891172.754500065,-23891172.754500065,-23891172.754500065,-23891172.754500065,-23891172.754500065,-23891172.754500065,0.0,0.0,0.0,315839413.3027372
166,2014-11-30,339724384.5090519,296666831.4405666,319972612.6958471,339724384.5090519,339724384.5090519,-31185030.572501455,-31185030.572501455,-31185030.572501455,-31185030.572501455,-31185030.572501455,-31185030.572501455,0.0,0.0,0.0,308539353.93655044
167,2014-12-31,339717976.2425937,329698474.42444086,352317701.1054465,339717976.2425937,339717976.2425937,1226662.3469147873,1226662.3469147873,1226662.3469147873,1226662.3469147873,1226662.3469147873,1226662.3469147873,0.0,0.0,0.0,340944638.5895085
168,2015-01-31,339711567.97613543,343173781.4179971,365662094.13265884,339711567.97613543,339711567.97613543,14429293.316602588,14429293.316602588,14429293.316602588,14429293.316602588,14429293.316602588,14429293.316602588,0.0,0.0,0.0,354140861.292738
169,2015-02-28,339705779.86449575,301628756.1010504,324243950.52205193,339705779.86449575,339705779.86449575,-26506028.10861729,-26506028.10861729,-26506028.10861729,-26506028.10861729,-26506028.10861729,-26506028.10861729,0.0,0.0,0.0,313199751.75587845
170,2015-03-31,339699371.59803754,310334019.7073254,333017571.1389539,339699371.59803754,339699371.59803754,-17959398.22939004,-17959398.22939004,-17959398.22939004,-17959398.22939004,-17959398.22939004,-17959398.22939004,0.0,0.0,0.0,321739973.3686475
171,2015-04-30,339693170.04985213,285665503.3516133,308283316.9075595,339693170.04985213,339693170.04985213,-42689779.563470565,-42689779.563470565,-42689779.563470565,-42689779.563470565,-42689779.563470565,-42689779.563470565,0.0,0.0,0.0,297003390.4863816
172,2015-05-31,339686761.78339386,313047355.78707194,336935968.59076667,339686761.78339386,339686761.78339386,-15476227.556935657,-15476227.556935657,-15476227.556935657,-15476227.556935657,-15476227.556935657,-15476227.556935657,0.0,0.0,0.0,324210534.2264582
173,2015-06-30,339680560.2352085,345090644.2145382,367763818.1101294,339680560.2352085,339680560.2352085,17184057.318101846,17184057.318101846,17184057.318101846,17184057.318101846,17184057.318101846,17184057.318101846,0.0,0.0,0.0,356864617.55331033
174,2015-07-31,339674746.21799505,389800466.9492176,412529164.7356477,339674746.21799505,339674746.21799505,61032692.87802767,61032692.87802767,61032692.87802767,61032692.87802767,61032692.87802767,61032692.87802767,0.0,0.0,0.0,400707439.0960227
175,2015-08-31,339668932.2007816,390543851.48355395,412325640.10934997,339668932.2007816,339668932.2007816,61769158.22342158,61769158.22342158,61769158.22342158,61769158.22342158,61769158.22342158,61769158.22342158,0.0,0.0,0.0,401438090.42420316
176,2015-09-30,339663305.7325105,333468470.81389856,356884336.25669503,339663305.7325105,339663305.7325105,5160847.399222641,5160847.399222641,5160847.399222641,5160847.399222641,5160847.399222641,5160847.399222641,0.0,0.0,0.0,344824153.1317331
177,2015-10-31,339657491.71529704,304579076.9102534,326953789.07808626,339657491.71529704,339657491.71529704,-24183353.43863527,-24183353.43863527,-24183353.43863527,-24183353.43863527,-24183353.43863527,-24183353.43863527,0.0,0.0,0.0,315474138.27666175
178,2015-11-30,339651865.24702597,297653190.1305963,321199354.45356023,339651865.24702597,339651865.24702597,-30263270.599434696,-30263270.599434696,-30263270.599434696,-30263270.599434696,-30263270.599434696,-30263270.599434696,0.0,0.0,0.0,309388594.6475913
179,2015-12-31,339646051.2298125,327199484.1894431,349391185.00052804,339646051.2298125,339646051.2298125,-1290060.60747102,-1290060.60747102,-1290060.60747102,-1290060.60747102,-1290060.60747102,-1290060.60747102,0.0,0.0,0.0,338355990.62234145
180,2016-01-31,339640237.21259904,342642889.2033524,364808913.8144173,339640237.21259904,339640237.21259904,14183177.399475614,14183177.399475614,14183177.399475614,14183177.399475614,14183177.399475614,14183177.399475614,0.0,0.0,0.0,353823414.6120747
181,2016-02-29,339634798.29327035,301907333.7641397,323779116.95269823,339634798.29327035,339634798.29327035,-26823927.70032266,-26823927.70032266,-26823927.70032266,-26823927.70032266,-26823927.70032266,-26823927.70032266,0.0,0.0,0.0,312810870.59294766
182,2016-03-31,339628984.2760569,304253895.74095917,326444916.65443975,339628984.2760569,339628984.2760569,-24664499.322715253,-24664499.322715253,-24664499.322715253,-24664499.322715253,-24664499.322715253,-24664499.322715253,0.0,0.0,0.0,314964484.9533416
183,2016-04-30,339640944.93641686,284831058.1077362,306683725.28086126,339640944.93641686,339640944.93641686,-43830498.20318223,-43830498.20318223,-43830498.20318223,-43830498.20318223,-43830498.20318223,-43830498.20318223,0.0,0.0,0.0,295810446.73323464
184,2016-05-31,339653304.2854555,313662368.4448142,336960772.8974966,339653304.2854555,339653304.2854555,-14575740.529787326,-14575740.529787326,-14575740.529787326,-14575740.529787326,-14575740.529787326,-14575740.529787326,0.0,0.0,0.0,325077563.7556682
185,2016-06-30,339665264.9458156,354066456.63452274,377352950.99435395,339665264.9458156,339665264.9458156,25696487.119885083,25696487.119885083,25696487.119885083,25696487.119885083,25696487.119885083,25696487.119885083,0.0,0.0,0.0,365361752.0657007
186,2016-07-31,339677624.2948542,392066244.8926476,414008129.95070094,339677624.2948542,339677624.2948542,63914756.97017487,63914756.97017487,63914756.97017487,63914756.97017487,63914756.97017487,63914756.97017487,0.0,0.0,0.0,403592381.2650291
187,2016-08-31,339689983.64389294,384051830.2669722,406961294.7502667,339689983.64389294,339689983.64389294,56048801.96241713,56048801.96241713,56048801.96241713,56048801.96241713,56048801.96241713,56048801.96241713,0.0,0.0,0.0,395738785.60631007
188,2016-09-30,339701944.304253,328978571.45372546,352436050.18122214,339701944.304253,339701944.304253,596739.6825930504,596739.6825930504,596739.6825930504,596739.6825930504,596739.6825930504,596739.6825930504,0.0,0.0,0.0,340298683.986846
189,2016-10-31,339714303.65329164,305571460.6722196,327225329.65093213,339714303.65329164,339714303.65329164,-23365921.39456566,-23365921.39456566,-23365921.39456566,-23365921.39456566,-23365921.39456566,-23365921.39456566,0.0,0.0,0.0,316348382.258726
190,2016-11-30,339726264.3136517,295718972.20012605,318299226.22146595,339726264.3136517,339726264.3136517,-33130237.30435347,-33130237.30435347,-33130237.30435347,-33130237.30435347,-33130237.30435347,-33130237.30435347,0.0,0.0,0.0,306596027.0092982
191,2016-12-31,339738623.66269034,335515334.03658634,356650613.2654423,339738623.66269034,339738623.66269034,6188313.08686389,6188313.08686389,6188313.08686389,6188313.08686389,6188313.08686389,6188313.08686389,0.0,0.0,0.0,345926936.7495542
192,2017-01-31,339770213.55227375,343878868.97984934,366816989.79415697,339770213.55227375,339770213.55227375,14994642.73896733,14994642.73896733,14994642.73896733,14994642.73896733,14994642.73896733,14994642.73896733,0.0,0.0,0.0,354764856.29124105
193,2017-02-28,339798746.35576844,302179165.8595801,323487406.8310498,339798746.35576844,339798746.35576844,-26771842.737693433,-26771842.737693433,-26771842.737693433,-26771842.737693433,-26771842.737693433,-26771842.737693433,0.0,0.0,0.0,313026903.618075
194,2017-03-31,339830336.2453519,306454839.99636,329009545.3897056,339830336.2453519,339830336.2453519,-22433474.547404766,-22433474.547404766,-22433474.547404766,-22433474.547404766,-22433474.547404766,-22433474.547404766,0.0,0.0,0.0,317396861.69794714
195,2017-04-30,339860907.1062391,285122591.5987856,308179485.5746453,339860907.1062391,339860907.1062391,-43410891.506225765,-43410891.506225765,-43410891.506225765,-43410891.506225765,-43410891.506225765,-43410891.506225765,0.0,0.0,0.0,296450015.6000133
196,2017-05-31,339892496.99582255,313752774.76221335,336604591.9433402,339892496.99582255,339892496.99582255,-14820608.855384298,-14820608.855384298,-14820608.855384298,-14820608.855384298,-14820608.855384298,-14820608.855384298,0.0,0.0,0.0,325071888.14043826
197,2017-06-30,339923067.8567098,350771716.4399247,373703676.82101506,339923067.8567098,339923067.8567098,22860782.628651526,22860782.628651526,22860782.628651526,22860782.628651526,22860782.628651526,22860782.628651526,0.0,0.0,0.0,362783850.4853613
198,2017-07-31,339954657.7462931,391280058.86953855,413207176.96029,339954657.7462931,339954657.7462931,62890825.45017263,62890825.45017263,62890825.45017263,62890825.45017263,62890825.45017263,62890825.45017263,0.0,0.0,0.0,402845483.19646573
199,2017-08-31,339986247.6358766,386787999.85464174,409665770.30485076,339986247.6358766,339986247.6358766,57917918.21812175,57917918.21812175,57917918.21812175,57917918.21812175,57917918.21812175,57917918.21812175,0.0,0.0,0.0,397904165.85399836
200,2017-09-30,340016818.4967638,330784377.9737043,353757632.8900385,340016818.4967638,340016818.4967638,2134739.044558326,2134739.044558326,2134739.044558326,2134739.044558326,2134739.044558326,2134739.044558326,0.0,0.0,0.0,342151557.5413222
201,2017-10-31,340048408.3550995,305431580.8435722,328417580.2509727,340048408.3550995,340048408.3550995,-23618775.298444867,-23618775.298444867,-23618775.298444867,-23618775.298444867,-23618775.298444867,-23618775.298444867,0.0,0.0,0.0,316429633.05665463
202,2017-11-30,340078979.1857469,297028355.40992653,319657654.7712543,340078979.1857469,340078979.1857469,-32140834.187119044,-32140834.187119044,-32140834.187119044,-32140834.187119044,-32140834.187119044,-32140834.187119044,0.0,0.0,0.0,307938144.99862784
203,2017-12-31,340110569.04408264,333104145.376068,355063137.8907356,340110569.04408264,340110569.04408264,3720313.4254600727,3720313.4254600727,3720313.4254600727,3720313.4254600727,3720313.4254600727,3720313.4254600727,0.0,0.0,0.0,343830882.46954274
204,2018-01-31,340142158.9024183,343476978.31241685,366706587.9048884,340142158.9024183,340142158.9024183,14700239.732104614,14700239.732104614,14700239.732104614,14700239.732104614,14700239.732104614,14700239.732104614,0.0,0.0,0.0,354842398.6345229
205,2018-02-28,340170691.67768925,302475978.96956795,325164783.4819565,340170691.67768925,340170691.67768925,-26665682.145327147,-26665682.145327147,-26665682.145327147,-26665682.145327147,-26665682.145327147,-26665682.145327147,0.0,0.0,0.0,313505009.5323621
206,2018-03-31,340202281.5360249,308769385.9515847,331481775.9159988,340202281.5360249,340202281.5360249,-20197506.375427034,-20197506.375427034,-20197506.375427034,-20197506.375427034,-20197506.375427034,-20197506.375427034,0.0,0.0,0.0,320004775.1605979
207,2018-04-30,340232852.36667234,285868384.5435803,308930197.80625224,340232852.36667234,340232852.36667234,-43030312.72979814,-43030312.72979814,-43030312.72979814,-43030312.72979814,-43030312.72979814,-43030312.72979814,0.0,0.0,0.0,297202539.6368742
208,2018-05-31,340264442.2250081,313086591.8021607,336061804.0727362,340264442.2250081,340264442.2250081,-15120964.101527078,-15120964.101527078,-15120964.101527078,-15120964.101527078,-15120964.101527078,-15120964.101527078,0.0,0.0,0.0,325143478.123481
209,2018-06-30,340295013.0556555,349355500.0642562,372270393.98138237,340295013.0556555,340295013.0556555,20022210.14859083,20022210.14859083,20022210.14859083,20022210.14859083,20022210.14859083,20022210.14859083,0.0,0.0,0.0,360317223.2042463
210,2018-07-31,340326602.93959296,390922404.45827997,414146838.73825186,340326602.93959296,340326602.93959296,61929737.50252265,61929737.50252265,61929737.50252265,61929737.50252265,61929737.50252265,61929737.50252265,0.0,0.0,0.0,402256340.4421156
211,2018-08-31,340358192.8235305,389008160.2642104,412087937.0135591,340358192.8235305,340358192.8235305,59825355.35572192,59825355.35572192,59825355.35572192,59825355.35572192,59825355.35572192,59825355.35572192,0.0,0.0,0.0,400183548.1792524
212,2018-09-30,340388763.6789539,332830830.4808476,355517780.4644941,340388763.6789539,340388763.6789539,3656715.5683295587,3656715.5683295587,3656715.5683295587,3656715.5683295587,3656715.5683295587,3656715.5683295587,0.0,0.0,0.0,344045479.24728346
213,2018-10-31,340420353.56289136,305218378.7300402,329091114.32361364,340420353.56289136,340420353.56289136,-23891172.75450774,-23891172.75450774,-23891172.75450774,-23891172.75450774,-23891172.75450774,-23891172.75450774,0.0,0.0,0.0,316529180.80838364
214,2018-11-30,340450924.41831475,298078942.38026625,321040739.13546675,340450924.41831475,340450924.41831475,-31185030.57249899,-31185030.57249899,-31185030.57249899,-31185030.57249899,-31185030.57249899,-31185030.57249899,0.0,0.0,0.0,309265893.8458158
215,2018-12-31,340482514.3022523,330594715.8232645,353093721.62578696,340482514.3022523,340482514.3022523,1226662.34691592,1226662.34691592,1226662.34691592,1226662.34691592,1226662.34691592,1226662.34691592,0.0,0.0,0.0,341709176.6491682
216,2019-01-31,340514104.1861898,343549246.37868655,365902062.63846433,340514104.1861898,340514104.1861898,14429293.31660744,14429293.31660744,14429293.31660744,14429293.31660744,14429293.31660744,14429293.31660744,0.0,0.0,0.0,354943397.5027972
217,2019-02-28,340542636.984585,302542367.40529776,324607937.281493,340542636.984585,340542636.984585,-26506028.10862198,-26506028.10862198,-26506028.10862198,-26506028.10862198,-26506028.10862198,-26506028.10862198,0.0,0.0,0.0,314036608.87596303
218,2019-03-31,340574226.8685225,312280554.2514384,333698481.50010884,340574226.8685225,340574226.8685225,-17959398.229418512,-17959398.229418512,-17959398.229418512,-17959398.229418512,-17959398.229418512,-17959398.229418512,0.0,0.0,0.0,322614828.639104
219,2019-04-30,340604797.70386654,286359256.03437144,309649875.30214864,340604797.70386654,340604797.70386654,-42689779.56347865,-42689779.56347865,-42689779.56347865,-42689779.56347865,-42689779.56347865,-42689779.56347865,0.0,0.0,0.0,297915018.1403879
